story,text
ADVENTURE I. A SCANDAL IN BOHEMIA,NA
ADVENTURE I. A SCANDAL IN BOHEMIA,"""Then, pray consult,"" said Holmes, shutting his eyes once more."
ADVENTURE I. A SCANDAL IN BOHEMIA,NA
ADVENTURE I. A SCANDAL IN BOHEMIA,"""The facts are briefly these: Some five years ago, during a"
ADVENTURE I. A SCANDAL IN BOHEMIA,"lengthy visit to Warsaw, I made the acquaintance of the well-known"
ADVENTURE I. A SCANDAL IN BOHEMIA,"adventuress, Irene Adler. The name is no doubt familiar to you."""
ADVENTURE I. A SCANDAL IN BOHEMIA,NA
ADVENTURE I. A SCANDAL IN BOHEMIA,"""Kindly look her up in my index, Doctor,"" murmured Holmes without"
ADVENTURE I. A SCANDAL IN BOHEMIA,opening his eyes. For many years he had adopted a system of
ADVENTURE I. A SCANDAL IN BOHEMIA,"docketing all paragraphs concerning men and things, so that it"
ADVENTURE I. A SCANDAL IN BOHEMIA,was difficult to name a subject or a person on which he could not
ADVENTURE I. A SCANDAL IN BOHEMIA,at once furnish information. In this case I found her biography
ADVENTURE I. A SCANDAL IN BOHEMIA,sandwiched in between that of a Hebrew rabbi and that of a
ADVENTURE I. A SCANDAL IN BOHEMIA,staff-commander who had written a monograph upon the deep-sea
ADVENTURE I. A SCANDAL IN BOHEMIA,fishes.
ADVENTURE I. A SCANDAL IN BOHEMIA,NA
ADVENTURE I. A SCANDAL IN BOHEMIA,"""Let me see!"" said Holmes. ""Hum! Born in New Jersey in the year"
ADVENTURE I. A SCANDAL IN BOHEMIA,"1858. Contralto--hum! La Scala, hum! Prima donna Imperial Opera"
ADVENTURE I. A SCANDAL IN BOHEMIA,of Warsaw--yes! Retired from operatic stage--ha! Living in
ADVENTURE I. A SCANDAL IN BOHEMIA,"London--quite so! Your Majesty, as I understand, became entangled"
ADVENTURE I. A SCANDAL IN BOHEMIA,"with this young person, wrote her some compromising letters, and"
ADVENTURE I. A SCANDAL IN BOHEMIA,"is now desirous of getting those letters back."""
ADVENTURE I. A SCANDAL IN BOHEMIA,NA
ADVENTURE I. A SCANDAL IN BOHEMIA,"""Precisely so. But how--"""
ADVENTURE I. A SCANDAL IN BOHEMIA,NA
ADVENTURE I. A SCANDAL IN BOHEMIA,"""Was there a secret marriage?"""
ADVENTURE I. A SCANDAL IN BOHEMIA,NA
ADVENTURE I. A SCANDAL IN BOHEMIA,"""None."""
ADVENTURE I. A SCANDAL IN BOHEMIA,NA
ADVENTURE I. A SCANDAL IN BOHEMIA,"""No legal papers or certificates?"""
ADVENTURE I. A SCANDAL IN BOHEMIA,NA
ADVENTURE I. A SCANDAL IN BOHEMIA,"""None."""
ADVENTURE I. A SCANDAL IN BOHEMIA,NA
ADVENTURE I. A SCANDAL IN BOHEMIA,"""Then I fail to follow your Majesty. If this young person should"
ADVENTURE I. A SCANDAL IN BOHEMIA,"produce her letters for blackmailing or other purposes, how is"
ADVENTURE I. A SCANDAL IN BOHEMIA,"she to prove their authenticity?"""
ADVENTURE I. A SCANDAL IN BOHEMIA,NA
ADVENTURE I. A SCANDAL IN BOHEMIA,"""There is the writing."""
ADVENTURE I. A SCANDAL IN BOHEMIA,NA
ADVENTURE I. A SCANDAL IN BOHEMIA,"""Pooh, pooh! Forgery."""
ADVENTURE I. A SCANDAL IN BOHEMIA,NA
ADVENTURE I. A SCANDAL IN BOHEMIA,"""My private note-paper."""
ADVENTURE I. A SCANDAL IN BOHEMIA,NA
ADVENTURE I. A SCANDAL IN BOHEMIA,"""Stolen."""
ADVENTURE I. A SCANDAL IN BOHEMIA,NA
ADVENTURE I. A SCANDAL IN BOHEMIA,"""My own seal."""
ADVENTURE I. A SCANDAL IN BOHEMIA,NA
ADVENTURE I. A SCANDAL IN BOHEMIA,"""Imitated."""
ADVENTURE I. A SCANDAL IN BOHEMIA,NA
ADVENTURE I. A SCANDAL IN BOHEMIA,"""My photograph."""
ADVENTURE I. A SCANDAL IN BOHEMIA,NA
ADVENTURE I. A SCANDAL IN BOHEMIA,"""Bought."""
ADVENTURE I. A SCANDAL IN BOHEMIA,NA
ADVENTURE I. A SCANDAL IN BOHEMIA,"""We were both in the photograph."""
ADVENTURE I. A SCANDAL IN BOHEMIA,NA
ADVENTURE I. A SCANDAL IN BOHEMIA,"""Oh, dear! That is very bad! Your Majesty has indeed committed an"
ADVENTURE I. A SCANDAL IN BOHEMIA,"indiscretion."""
ADVENTURE I. A SCANDAL IN BOHEMIA,NA
ADVENTURE I. A SCANDAL IN BOHEMIA,"""I was mad--insane."""
ADVENTURE I. A SCANDAL IN BOHEMIA,NA
ADVENTURE I. A SCANDAL IN BOHEMIA,"""You have compromised yourself seriously."""
ADVENTURE I. A SCANDAL IN BOHEMIA,NA
ADVENTURE I. A SCANDAL IN BOHEMIA,"""I was only Crown Prince then. I was young. I am but thirty now."""
ADVENTURE I. A SCANDAL IN BOHEMIA,NA
ADVENTURE I. A SCANDAL IN BOHEMIA,"""It must be recovered."""
ADVENTURE I. A SCANDAL IN BOHEMIA,NA
ADVENTURE I. A SCANDAL IN BOHEMIA,"""We have tried and failed."""
ADVENTURE I. A SCANDAL IN BOHEMIA,NA
ADVENTURE I. A SCANDAL IN BOHEMIA,"""Your Majesty must pay. It must be bought."""
ADVENTURE I. A SCANDAL IN BOHEMIA,NA
ADVENTURE I. A SCANDAL IN BOHEMIA,"""She will not sell."""
ADVENTURE I. A SCANDAL IN BOHEMIA,NA
ADVENTURE I. A SCANDAL IN BOHEMIA,"""Stolen, then."""
ADVENTURE I. A SCANDAL IN BOHEMIA,NA
ADVENTURE I. A SCANDAL IN BOHEMIA,"""Five attempts have been made. Twice burglars in my pay ransacked"
ADVENTURE I. A SCANDAL IN BOHEMIA,her house. Once we diverted her luggage when she travelled. Twice
ADVENTURE I. A SCANDAL IN BOHEMIA,"she has been waylaid. There has been no result."""
ADVENTURE I. A SCANDAL IN BOHEMIA,NA
ADVENTURE I. A SCANDAL IN BOHEMIA,"""No sign of it?"""
ADVENTURE I. A SCANDAL IN BOHEMIA,NA
ADVENTURE I. A SCANDAL IN BOHEMIA,"""Absolutely none."""
ADVENTURE I. A SCANDAL IN BOHEMIA,NA
ADVENTURE I. A SCANDAL IN BOHEMIA,"Holmes laughed. ""It is quite a pretty little problem,"" said he."
ADVENTURE I. A SCANDAL IN BOHEMIA,NA
ADVENTURE I. A SCANDAL IN BOHEMIA,"""But a very serious one to me,"" returned the King reproachfully."
ADVENTURE I. A SCANDAL IN BOHEMIA,NA
ADVENTURE I. A SCANDAL IN BOHEMIA,"""Very, indeed. And what does she propose to do with the"
ADVENTURE I. A SCANDAL IN BOHEMIA,"photograph?"""
ADVENTURE I. A SCANDAL IN BOHEMIA,NA
ADVENTURE I. A SCANDAL IN BOHEMIA,"""To ruin me."""
ADVENTURE I. A SCANDAL IN BOHEMIA,NA
ADVENTURE I. A SCANDAL IN BOHEMIA,"""But how?"""
ADVENTURE I. A SCANDAL IN BOHEMIA,NA
ADVENTURE I. A SCANDAL IN BOHEMIA,"""I am about to be married."""
ADVENTURE I. A SCANDAL IN BOHEMIA,NA
ADVENTURE I. A SCANDAL IN BOHEMIA,"""So I have heard."""
ADVENTURE I. A SCANDAL IN BOHEMIA,NA
ADVENTURE I. A SCANDAL IN BOHEMIA,"""To Clotilde Lothman von Saxe-Meningen, second daughter of the"
ADVENTURE I. A SCANDAL IN BOHEMIA,King of Scandinavia. You may know the strict principles of her
ADVENTURE I. A SCANDAL IN BOHEMIA,family. She is herself the very soul of delicacy. A shadow of a
ADVENTURE I. A SCANDAL IN BOHEMIA,"doubt as to my conduct would bring the matter to an end."""
ADVENTURE I. A SCANDAL IN BOHEMIA,NA
ADVENTURE I. A SCANDAL IN BOHEMIA,"""And Irene Adler?"""
ADVENTURE I. A SCANDAL IN BOHEMIA,NA
ADVENTURE I. A SCANDAL IN BOHEMIA,"""Threatens to send them the photograph. And she will do it. I"
ADVENTURE I. A SCANDAL IN BOHEMIA,"know that she will do it. You do not know her, but she has a soul"
ADVENTURE I. A SCANDAL IN BOHEMIA,"of steel. She has the face of the most beautiful of women, and"
ADVENTURE I. A SCANDAL IN BOHEMIA,the mind of the most resolute of men. Rather than I should marry
ADVENTURE I. A SCANDAL IN BOHEMIA,"another woman, there are no lengths to which she would not"
ADVENTURE I. A SCANDAL IN BOHEMIA,"go--none."""
ADVENTURE I. A SCANDAL IN BOHEMIA,NA
ADVENTURE I. A SCANDAL IN BOHEMIA,"""You are sure that she has not sent it yet?"""
ADVENTURE I. A SCANDAL IN BOHEMIA,NA
ADVENTURE I. A SCANDAL IN BOHEMIA,"""I am sure."""
ADVENTURE I. A SCANDAL IN BOHEMIA,NA
ADVENTURE I. A SCANDAL IN BOHEMIA,"""And why?"""
ADVENTURE I. A SCANDAL IN BOHEMIA,NA
ADVENTURE I. A SCANDAL IN BOHEMIA,"""Because she has said that she would send it on the day when the"
ADVENTURE I. A SCANDAL IN BOHEMIA,"betrothal was publicly proclaimed. That will be next Monday."""
ADVENTURE I. A SCANDAL IN BOHEMIA,NA
ADVENTURE I. A SCANDAL IN BOHEMIA,"""Oh, then we have three days yet,"" said Holmes with a yawn. ""That"
ADVENTURE I. A SCANDAL IN BOHEMIA,"is very fortunate, as I have one or two matters of importance to"
ADVENTURE I. A SCANDAL IN BOHEMIA,"look into just at present. Your Majesty will, of course, stay in"
ADVENTURE I. A SCANDAL IN BOHEMIA,"London for the present?"""
ADVENTURE I. A SCANDAL IN BOHEMIA,NA
ADVENTURE I. A SCANDAL IN BOHEMIA,"""Certainly. You will find me at the Langham under the name of the"
ADVENTURE I. A SCANDAL IN BOHEMIA,"Count Von Kramm."""
ADVENTURE I. A SCANDAL IN BOHEMIA,NA
ADVENTURE I. A SCANDAL IN BOHEMIA,"""Then I shall drop you a line to let you know how we progress."""
ADVENTURE I. A SCANDAL IN BOHEMIA,NA
ADVENTURE I. A SCANDAL IN BOHEMIA,"""Pray do so. I shall be all anxiety."""
ADVENTURE I. A SCANDAL IN BOHEMIA,NA
ADVENTURE I. A SCANDAL IN BOHEMIA,"""Then, as to money?"""
ADVENTURE I. A SCANDAL IN BOHEMIA,NA
ADVENTURE I. A SCANDAL IN BOHEMIA,"""You have carte blanche."""
ADVENTURE I. A SCANDAL IN BOHEMIA,NA
ADVENTURE I. A SCANDAL IN BOHEMIA,"""Absolutely?"""
ADVENTURE I. A SCANDAL IN BOHEMIA,NA
ADVENTURE I. A SCANDAL IN BOHEMIA,"""I tell you that I would give one of the provinces of my kingdom"
ADVENTURE I. A SCANDAL IN BOHEMIA,"to have that photograph."""
ADVENTURE I. A SCANDAL IN BOHEMIA,NA
ADVENTURE I. A SCANDAL IN BOHEMIA,"""And for present expenses?"""
ADVENTURE I. A SCANDAL IN BOHEMIA,NA
ADVENTURE I. A SCANDAL IN BOHEMIA,The King took a heavy chamois leather bag from under his cloak
ADVENTURE I. A SCANDAL IN BOHEMIA,and laid it on the table.
ADVENTURE I. A SCANDAL IN BOHEMIA,NA
ADVENTURE I. A SCANDAL IN BOHEMIA,"""There are three hundred pounds in gold and seven hundred in"
ADVENTURE I. A SCANDAL IN BOHEMIA,"notes,"" he said."
ADVENTURE I. A SCANDAL IN BOHEMIA,NA
ADVENTURE I. A SCANDAL IN BOHEMIA,Holmes scribbled a receipt upon a sheet of his note-book and
ADVENTURE I. A SCANDAL IN BOHEMIA,handed it to him.
ADVENTURE I. A SCANDAL IN BOHEMIA,NA
ADVENTURE I. A SCANDAL IN BOHEMIA,"""And Mademoiselle's address?"" he asked."
ADVENTURE I. A SCANDAL IN BOHEMIA,NA
ADVENTURE I. A SCANDAL IN BOHEMIA,"""Is Briony Lodge, Serpentine Avenue, St. John's Wood."""
ADVENTURE I. A SCANDAL IN BOHEMIA,NA
ADVENTURE I. A SCANDAL IN BOHEMIA,"Holmes took a note of it. ""One other question,"" said he. ""Was the"
ADVENTURE I. A SCANDAL IN BOHEMIA,"photograph a cabinet?"""
ADVENTURE I. A SCANDAL IN BOHEMIA,NA
ADVENTURE I. A SCANDAL IN BOHEMIA,"""It was."""
ADVENTURE I. A SCANDAL IN BOHEMIA,NA
ADVENTURE I. A SCANDAL IN BOHEMIA,"""Then, good-night, your Majesty, and I trust that we shall soon"
ADVENTURE I. A SCANDAL IN BOHEMIA,"have some good news for you. And good-night, Watson,"" he added,"
ADVENTURE I. A SCANDAL IN BOHEMIA,"as the wheels of the royal brougham rolled down the street. ""If"
ADVENTURE I. A SCANDAL IN BOHEMIA,you will be good enough to call to-morrow afternoon at three
ADVENTURE I. A SCANDAL IN BOHEMIA,"o'clock I should like to chat this little matter over with you."""
ADVENTURE I. A SCANDAL IN BOHEMIA,NA
ADVENTURE I. A SCANDAL IN BOHEMIA,NA
ADVENTURE I. A SCANDAL IN BOHEMIA,II.
ADVENTURE I. A SCANDAL IN BOHEMIA,NA
ADVENTURE I. A SCANDAL IN BOHEMIA,"At three o'clock precisely I was at Baker Street, but Holmes had"
ADVENTURE I. A SCANDAL IN BOHEMIA,not yet returned. The landlady informed me that he had left the
ADVENTURE I. A SCANDAL IN BOHEMIA,house shortly after eight o'clock in the morning. I sat down
ADVENTURE I. A SCANDAL IN BOHEMIA,"beside the fire, however, with the intention of awaiting him,"
ADVENTURE I. A SCANDAL IN BOHEMIA,however long he might be. I was already deeply interested in his
ADVENTURE I. A SCANDAL IN BOHEMIA,"inquiry, for, though it was surrounded by none of the grim and"
ADVENTURE I. A SCANDAL IN BOHEMIA,strange features which were associated with the two crimes which
ADVENTURE I. A SCANDAL IN BOHEMIA,"I have already recorded, still, the nature of the case and the"
ADVENTURE I. A SCANDAL IN BOHEMIA,exalted station of his client gave it a character of its own.
ADVENTURE I. A SCANDAL IN BOHEMIA,"Indeed, apart from the nature of the investigation which my"
ADVENTURE I. A SCANDAL IN BOHEMIA,"friend had on hand, there was something in his masterly grasp of"
ADVENTURE I. A SCANDAL IN BOHEMIA,"a situation, and his keen, incisive reasoning, which made it a"
ADVENTURE I. A SCANDAL IN BOHEMIA,"pleasure to me to study his system of work, and to follow the"
ADVENTURE I. A SCANDAL IN BOHEMIA,"quick, subtle methods by which he disentangled the most"
ADVENTURE I. A SCANDAL IN BOHEMIA,inextricable mysteries. So accustomed was I to his invariable
ADVENTURE I. A SCANDAL IN BOHEMIA,success that the very possibility of his failing had ceased to
ADVENTURE I. A SCANDAL IN BOHEMIA,enter into my head.
ADVENTURE I. A SCANDAL IN BOHEMIA,NA
ADVENTURE I. A SCANDAL IN BOHEMIA,"It was close upon four before the door opened, and a"
ADVENTURE I. A SCANDAL IN BOHEMIA,"drunken-looking groom, ill-kempt and side-whiskered, with an"
ADVENTURE I. A SCANDAL IN BOHEMIA,"inflamed face and disreputable clothes, walked into the room."
ADVENTURE I. A SCANDAL IN BOHEMIA,Accustomed as I was to my friend's amazing powers in the use of
ADVENTURE I. A SCANDAL IN BOHEMIA,"disguises, I had to look three times before I was certain that it"
ADVENTURE I. A SCANDAL IN BOHEMIA,"was indeed he. With a nod he vanished into the bedroom, whence he"
ADVENTURE I. A SCANDAL IN BOHEMIA,"emerged in five minutes tweed-suited and respectable, as of old."
ADVENTURE I. A SCANDAL IN BOHEMIA,"Putting his hands into his pockets, he stretched out his legs in"
ADVENTURE I. A SCANDAL IN BOHEMIA,front of the fire and laughed heartily for some minutes.
ADVENTURE I. A SCANDAL IN BOHEMIA,NA
ADVENTURE I. A SCANDAL IN BOHEMIA,"""Well, really!"" he cried, and then he choked and laughed again"
ADVENTURE I. A SCANDAL IN BOHEMIA,"until he was obliged to lie back, limp and helpless, in the"
ADVENTURE I. A SCANDAL IN BOHEMIA,chair.
ADVENTURE I. A SCANDAL IN BOHEMIA,NA
ADVENTURE I. A SCANDAL IN BOHEMIA,"""What is it?"""
ADVENTURE I. A SCANDAL IN BOHEMIA,NA
ADVENTURE I. A SCANDAL IN BOHEMIA,"""It's quite too funny. I am sure you could never guess how I"
ADVENTURE I. A SCANDAL IN BOHEMIA,"employed my morning, or what I ended by doing."""
ADVENTURE I. A SCANDAL IN BOHEMIA,NA
ADVENTURE I. A SCANDAL IN BOHEMIA,"""I can't imagine. I suppose that you have been watching the"
ADVENTURE I. A SCANDAL IN BOHEMIA,"habits, and perhaps the house, of Miss Irene Adler."""
ADVENTURE I. A SCANDAL IN BOHEMIA,NA
ADVENTURE I. A SCANDAL IN BOHEMIA,"""Quite so; but the sequel was rather unusual. I will tell you,"
ADVENTURE I. A SCANDAL IN BOHEMIA,however. I left the house a little after eight o'clock this
ADVENTURE I. A SCANDAL IN BOHEMIA,morning in the character of a groom out of work. There is a
ADVENTURE I. A SCANDAL IN BOHEMIA,wonderful sympathy and freemasonry among horsey men. Be one of
ADVENTURE I. A SCANDAL IN BOHEMIA,"them, and you will know all that there is to know. I soon found"
ADVENTURE I. A SCANDAL IN BOHEMIA,"Briony Lodge. It is a bijou villa, with a garden at the back, but"
ADVENTURE I. A SCANDAL IN BOHEMIA,"built out in front right up to the road, two stories. Chubb lock"
ADVENTURE I. A SCANDAL IN BOHEMIA,"to the door. Large sitting-room on the right side, well"
ADVENTURE I. A SCANDAL IN BOHEMIA,"furnished, with long windows almost to the floor, and those"
ADVENTURE I. A SCANDAL IN BOHEMIA,preposterous English window fasteners which a child could open.
ADVENTURE I. A SCANDAL IN BOHEMIA,"Behind there was nothing remarkable, save that the passage window"
ADVENTURE I. A SCANDAL IN BOHEMIA,could be reached from the top of the coach-house. I walked round
ADVENTURE I. A SCANDAL IN BOHEMIA,"it and examined it closely from every point of view, but without"
ADVENTURE I. A SCANDAL IN BOHEMIA,noting anything else of interest.
ADVENTURE I. A SCANDAL IN BOHEMIA,NA
ADVENTURE I. A SCANDAL IN BOHEMIA,"""I then lounged down the street and found, as I expected, that"
ADVENTURE I. A SCANDAL IN BOHEMIA,there was a mews in a lane which runs down by one wall of the
ADVENTURE I. A SCANDAL IN BOHEMIA,"garden. I lent the ostlers a hand in rubbing down their horses,"
ADVENTURE I. A SCANDAL IN BOHEMIA,"and received in exchange twopence, a glass of half and half, two"
ADVENTURE I. A SCANDAL IN BOHEMIA,"fills of shag tobacco, and as much information as I could desire"
ADVENTURE I. A SCANDAL IN BOHEMIA,"about Miss Adler, to say nothing of half a dozen other people in"
ADVENTURE I. A SCANDAL IN BOHEMIA,"the neighbourhood in whom I was not in the least interested, but"
ADVENTURE I. A SCANDAL IN BOHEMIA,"whose biographies I was compelled to listen to."""
ADVENTURE I. A SCANDAL IN BOHEMIA,NA
ADVENTURE I. A SCANDAL IN BOHEMIA,"""And what of Irene Adler?"" I asked."
ADVENTURE I. A SCANDAL IN BOHEMIA,NA
ADVENTURE I. A SCANDAL IN BOHEMIA,"""Oh, she has turned all the men's heads down in that part. She is"
ADVENTURE I. A SCANDAL IN BOHEMIA,the daintiest thing under a bonnet on this planet. So say the
ADVENTURE I. A SCANDAL IN BOHEMIA,"Serpentine-mews, to a man. She lives quietly, sings at concerts,"
ADVENTURE I. A SCANDAL IN BOHEMIA,"drives out at five every day, and returns at seven sharp for"
ADVENTURE I. A SCANDAL IN BOHEMIA,"dinner. Seldom goes out at other times, except when she sings."
ADVENTURE I. A SCANDAL IN BOHEMIA,"Has only one male visitor, but a good deal of him. He is dark,"
ADVENTURE I. A SCANDAL IN BOHEMIA,"handsome, and dashing, never calls less than once a day, and"
ADVENTURE I. A SCANDAL IN BOHEMIA,"often twice. He is a Mr. Godfrey Norton, of the Inner Temple. See"
ADVENTURE I. A SCANDAL IN BOHEMIA,the advantages of a cabman as a confidant. They had driven him
ADVENTURE I. A SCANDAL IN BOHEMIA,"home a dozen times from Serpentine-mews, and knew all about him."
ADVENTURE I. A SCANDAL IN BOHEMIA,"When I had listened to all they had to tell, I began to walk up"
ADVENTURE I. A SCANDAL IN BOHEMIA,"and down near Briony Lodge once more, and to think over my plan"
ADVENTURE I. A SCANDAL IN BOHEMIA,of campaign.
ADVENTURE I. A SCANDAL IN BOHEMIA,NA
ADVENTURE I. A SCANDAL IN BOHEMIA,"""This Godfrey Norton was evidently an important factor in the"
ADVENTURE I. A SCANDAL IN BOHEMIA,matter. He was a lawyer. That sounded ominous. What was the
ADVENTURE I. A SCANDAL IN BOHEMIA,"relation between them, and what the object of his repeated"
ADVENTURE I. A SCANDAL IN BOHEMIA,"visits? Was she his client, his friend, or his mistress? If the"
ADVENTURE I. A SCANDAL IN BOHEMIA,"former, she had probably transferred the photograph to his"
ADVENTURE I. A SCANDAL IN BOHEMIA,"keeping. If the latter, it was less likely. On the issue of this"
ADVENTURE I. A SCANDAL IN BOHEMIA,question depended whether I should continue my work at Briony
ADVENTURE I. A SCANDAL IN BOHEMIA,"Lodge, or turn my attention to the gentleman's chambers in the"
ADVENTURE I. A SCANDAL IN BOHEMIA,"Temple. It was a delicate point, and it widened the field of my"
ADVENTURE I. A SCANDAL IN BOHEMIA,"inquiry. I fear that I bore you with these details, but I have to"
ADVENTURE I. A SCANDAL IN BOHEMIA,"let you see my little difficulties, if you are to understand the"
ADVENTURE I. A SCANDAL IN BOHEMIA,"situation."""
ADVENTURE I. A SCANDAL IN BOHEMIA,NA
